Date,pos_mean,pos_median,neu_mean,neu_median,neg_mean,neg_median,headline_count,pred_pos_ratio,pred_neu_ratio,pred_neg_ratio,Label
2008-08-08,0.0001789568923413,0.0001789568923413,0.9982391595840454,0.9982391595840454,0.0015818743268027,0.0015818743268027,1,0,1,0,0
2008-08-11,0.0004781319294124,0.0004781319294124,0.9990166425704956,0.9990166425704956,0.0005051488988101,0.0005051488988101,1,0,1,0,1
2008-08-12,0.0001075674445019,0.0001075674445019,0.995479702949524,0.995479702949524,0.0044128145091235,0.0044128145091235,1,0,1,0,0
2008-08-13,0.0022696822416037,0.0022696822416037,0.8715512752532959,0.8715512752532959,0.126178964972496,0.126178964972496,1,0,1,0,0
2008-08-14,2.692499037948437e-05,2.692499037948437e-05,0.9996829032897948,0.9996829032897948,0.0002902053238358,0.0002902053238358,1,0,1,0,1
2008-08-15,0.0028892061673104,0.0028892061673104,0.9915001392364502,0.9915001392364502,0.0056106126867234,0.0056106126867234,1,0,1,0,1
2008-08-18,4.508566780714318e-05,4.508566780714318e-05,0.9987043142318726,0.9987043142318726,0.0012505365302786,0.0012505365302786,1,0,1,0,0
2008-08-19,4.938667916576378e-05,4.938667916576378e-05,0.9996775388717652,0.9996775388717652,0.0002731651475187,0.0002731651475187,1,0,1,0,0
2008-08-20,4.624680150300264e-05,4.624680150300264e-05,0.9996028542518616,0.9996028542518616,0.0003508907102514,0.0003508907102514,1,0,1,0,1
2008-08-21,0.0001961590605787,0.0001961590605787,0.9957274198532104,0.9957274198532104,0.0040763965807855,0.0040763965807855,1,0,1,0,1
2008-08-22,0.0006446589832194,0.0006446589832194,0.127119556069374,0.127119556069374,0.8722357749938965,0.8722357749938965,1,0,0,1,1
2008-08-25,0.0001361130271106,0.0001361130271106,0.996318221092224,0.996318221092224,0.0035456635523587,0.0035456635523587,1,0,1,0,0
2008-08-26,0.0072116726078093,0.0072116726078093,0.9859117269515992,0.9859117269515992,0.006876683793962,0.006876683793962,1,0,1,0,1
2008-08-27,0.0006186217069625,0.0006186217069625,0.5180792212486267,0.5180792212486267,0.4813021123409271,0.4813021123409271,1,0,1,0,1
2008-08-28,0.0025071108248084,0.0025071108248084,0.1263095736503601,0.1263095736503601,0.8711833357810974,0.8711833357810974,1,0,0,1,1
2008-08-29,4.4939421059098095e-05,4.4939421059098095e-05,0.9990235567092896,0.9990235567092896,0.0009315648349002,0.0009315648349002,1,0,1,0,0
2008-09-02,0.0011592620285227,0.0011592620285227,0.9560693502426147,0.9560693502426147,0.0427714809775352,0.0427714809775352,1,0,1,0,0
2008-09-03,0.001365752890706,0.001365752890706,0.9973560571670532,0.9973560571670532,0.0012781786499544,0.0012781786499544,1,0,1,0,1
2008-09-04,0.0001734175602905,0.0001734175602905,0.9992326498031616,0.9992326498031616,0.0005938844988122,0.0005938844988122,1,0,1,0,0
2008-09-05,0.0005008088774047,0.0005008088774047,0.7860236763954163,0.7860236763954163,0.2134754657745361,0.2134754657745361,1,0,1,0,1
2008-09-08,5.279988545225933e-05,5.279988545225933e-05,0.9982500672340392,0.9982500672340392,0.0016970621654763,0.0016970621654763,1,0,1,0,1
2008-09-09,0.0002001058746827,0.0002001058746827,0.9918816685676576,0.9918816685676576,0.007918270304799,0.007918270304799,1,0,1,0,0
2008-09-10,0.0001677867840044,0.0001677867840044,0.9965387582778932,0.9965387582778932,0.0032935398630797,0.0032935398630797,1,0,1,0,1
2008-09-11,0.0019987022969871,0.0019987022969871,0.9738752841949464,0.9738752841949464,0.0241260658949613,0.0241260658949613,1,0,1,0,1
2008-09-12,1.9891764168278318e-05,1.9891764168278318e-05,0.9999047517776488,0.9999047517776488,7.535952317994088e-05,7.535952317994088e-05,1,0,1,0,0
2008-09-15,0.0006407061009667,0.0006407061009667,0.9790229201316832,0.9790229201316832,0.0203363336622715,0.0203363336622715,1,0,1,0,0
2008-09-16,0.0001377235021209,0.0001377235021209,0.9977633953094482,0.9977633953094482,0.0020989184267818,0.0020989184267818,1,0,1,0,1
2008-09-17,0.0003140409535262,0.0003140409535262,0.9989281296730042,0.9989281296730042,0.0007577880751341,0.0007577880751341,1,0,1,0,0
2008-09-18,8.752718713367358e-05,8.752718713367358e-05,0.9991726279258728,0.9991726279258728,0.0007397392764687,0.0007397392764687,1,0,1,0,1
2008-09-19,0.000130309985252,0.000130309985252,0.9991328120231628,0.9991328120231628,0.0007368712686002,0.0007368712686002,1,0,1,0,1
2008-09-22,0.0027332445606589,0.0027332445606589,0.9436158537864684,0.9436158537864684,0.0536509752273559,0.0536509752273559,1,0,1,0,0
2008-09-23,0.0001346225180895,0.0001346225180895,0.9830727577209472,0.9830727577209472,0.0167926102876663,0.0167926102876663,1,0,1,0,0
2008-09-24,0.0013793351827189,0.0013793351827189,0.868928849697113,0.868928849697113,0.1296917796134948,0.1296917796134948,1,0,1,0,0
2008-09-25,0.0018984806956723,0.0018984806956723,0.9581605195999146,0.9581605195999146,0.0399410352110862,0.0399410352110862,1,0,1,0,1
2008-09-26,4.466529935598373e-05,4.466529935598373e-05,0.9995747208595276,0.9995747208595276,0.0003805740270763,0.0003805740270763,1,0,1,0,1
2008-09-29,0.0008467744919471,0.0008467744919471,0.9815971851348876,0.9815971851348876,0.0175560116767883,0.0175560116767883,1,0,1,0,0
2008-09-30,0.0012805783189833,0.0012805783189833,0.970242977142334,0.970242977142334,0.0284764096140861,0.0284764096140861,1,0,1,0,1
